FQ;FCLTY;OWNER;TABLE_NAME;COLUMN_NAME;DATA_TYPE;LENGTH;PRECISION;SCALE;NULLABLE;COLUMN_ID
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_TransitionGroupInstances;OrderGUID;uniqueidentifier;16;0;0;;15
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_TransitionGroupInstances;StartDateTime;datetime;8;23;3;;8
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_TransitionGroupInstances;Status;tinyint;1;3;0;;7
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_TransitionGroupInstances;TransitionGroup;uniqueidentifier;16;0;0;;16
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_TransitionGroupInstances;TransitionGroupInstanceGUID;uniqueidentifier;16;0;0;;11
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_TransitionInstances;ActionDateTime;datetime;8;23;3;;6
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_TransitionInstances;PopulatedExpression;ntext;16;0;0;;10
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_TransitionInstances;Result;tinyint;1;3;0;;5
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_TransitionInstances;TransitionGUID;uniqueidentifier;16;0;0;;9
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_TransitionInstances;TransitionGroupInstanceGUID;uniqueidentifier;16;0;0;;8
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_TransitionInstances;TransitionInstanceGUID;uniqueidentifier;16;0;0;;7
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_TransitionPaths;ParentGUID;uniqueidentifier;16;0;0;;6
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_TransitionPaths;PathGUID;nvarchar;72;0;0;;3
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_TransitionPaths;TransitionPathGUID;uniqueidentifier;16;0;0;;5
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_TransitionPaths;Type;tinyint;1;3;0;;4
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_WorkInstructions;AutoInstruction;smallint;2;5;0;;11
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_WorkInstructions;Category;nvarchar;510;0;0;;9
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_WorkInstructions;Description;nvarchar;510;0;0;;8
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_WorkInstructions;DeviationAllowed;smallint;2;5;0;;13
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_WorkInstructions;EBRMultiUser;smallint;2;5;0;;12
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_WorkInstructions;InstructionLayout;int;4;10;0;;10
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_WorkInstructions;Name;nvarchar;510;0;0;;7
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_WorkInstructions;OrderItemType;tinyint;1;3;0;;3
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_WorkInstructions;RecipeRootGUID;uniqueidentifier;16;0;0;;19
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_WorkInstructions;RecipeVersionGUID;nvarchar;72;0;0;;6
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_WorkInstructions;StampGUID;nvarchar;72;0;0;;15
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_WorkInstructions;TextXSL;ntext;16;0;0;;20
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_WorkInstructions;Version;int;4;10;0;;4
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_WorkInstructions;VersionLabel;nvarchar;100;0;0;;5
MSSQL_YK2MESDB01_DMI_EBR;0003;DMI_EBR.dbo;EBR_WorkInstructions;WorkInstructionGUID;uniqueidentifier;16;0;0;;18
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_ActiveStepChangeRecords;ActionDateTime;datetime;8;23;3;;6
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_ActiveStepChangeRecords;ActiveStepChangeRecordGUID;uniqueidentifier;16;0;0;;8
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_ActiveStepChangeRecords;CommentGUID;uniqueidentifier;16;0;0;;10
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_ActiveStepChangeRecords;FromItemInstanceGUID;uniqueidentifier;16;0;0;;11
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_ActiveStepChangeRecords;OrderGUID;uniqueidentifier;16;0;0;;9
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_ActiveStepChangeRecords;StampGUID;nvarchar;72;0;0;;7
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_ActiveStepChangeRecords;ToItemInstanceGUID;uniqueidentifier;16;0;0;;12
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_AlgorithmConnections;AlgorithmConnectionGUID;uniqueidentifier;16;0;0;;8
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_AlgorithmConnections;ConnectionType;tinyint;1;3;0;;3
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_AlgorithmConnections;ParentGUID;uniqueidentifier;16;0;0;;9
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_AlgorithmConnections;Step;nvarchar;510;0;0;;4
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_AlgorithmConnections;StepGUID;uniqueidentifier;16;0;0;;6
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_AlgorithmConnections;Transition;nvarchar;510;0;0;;5
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_AlgorithmConnections;TransitionGUID;uniqueidentifier;16;0;0;;7
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_AlgorithmParameterInstances;AlgorithmParameterGUID;uniqueidentifier;16;0;0;;11
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_AlgorithmParameterInstances;AlgorithmParameterInstanceGUID;uniqueidentifier;16;0;0;;10
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_AlgorithmParameterInstances;CV;nvarchar;510;0;0;;6
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_AlgorithmParameterInstances;Description;nvarchar;510;0;0;;3
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_AlgorithmParameterInstances;High;nvarchar;200;0;0;;4
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_AlgorithmParameterInstances;Low;nvarchar;200;0;0;;5
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_AlgorithmParameterInstances;StringValue;nvarchar;510;0;0;;9
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_AlgorithmParameterInstances;Target;nvarchar;510;0;0;;7
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_AlgorithmParameterInstances;UOM;nvarchar;510;0;0;;8
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_AlgorithmParameters;AlgorithmParameterGUID;uniqueidentifier;16;0;0;;9
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_AlgorithmParameters;AlgorithmStepGUID;uniqueidentifier;16;0;0;;10
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_AlgorithmParameters;DeferredTo;nvarchar;510;0;0;;5
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_AlgorithmParameters;Name;nvarchar;510;0;0;;3
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_AlgorithmParameters;Origin;tinyint;1;3;0;;4
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_AlgorithmParameters;ParameterDefinitionGUID;uniqueidentifier;16;0;0;;8
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_AlgorithmParameters;ProcessCritical;int;4;10;0;;7
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_AlgorithmParameters;ReferredTo;nvarchar;510;0;0;;6
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_AlgorithmSteps;AcquireUnit;tinyint;1;3;0;;14
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_AlgorithmSteps;AlgorithmStepGUID;uniqueidentifier;16;0;0;;23
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_AlgorithmSteps;Definition;nvarchar;510;0;0;;8
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_AlgorithmSteps;DefinitionGUID;uniqueidentifier;16;0;0;;22
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_AlgorithmSteps;Description;nvarchar;510;0;0;;9
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_AlgorithmSteps;H;int;4;10;0;;13
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_AlgorithmSteps;Index;int;4;10;0;;4
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_AlgorithmSteps;InitialStep;tinyint;1;3;0;;20
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_AlgorithmSteps;KeyParameter;nvarchar;510;0;0;;19
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_AlgorithmSteps;Name;nvarchar;510;0;0;;6
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_AlgorithmSteps;ParentGUID;uniqueidentifier;16;0;0;;24
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_AlgorithmSteps;PathGUID;nvarchar;72;0;0;;7
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_AlgorithmSteps;RecipeRootGUID;uniqueidentifier;16;0;0;;25
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_AlgorithmSteps;RetainUnit;tinyint;1;3;0;;15
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_AlgorithmSteps;SourceType;tinyint;1;3;0;;5
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_AlgorithmSteps;Unit;nvarchar;510;0;0;;18
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_AlgorithmSteps;UnitAliasName;nvarchar;510;0;0;;16
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_AlgorithmSteps;UnitClass;nvarchar;510;0;0;;17
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_AlgorithmSteps;W;int;4;10;0;;12
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_AlgorithmSteps;X;int;4;10;0;;10
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_AlgorithmSteps;Y;int;4;10;0;;11
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_AlgorithmTransitions;AlgorithmTransitionGUID;uniqueidentifier;16;0;0;;15
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_AlgorithmTransitions;ConvergingTransition;bit;1;1;0;;7
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_AlgorithmTransitions;Description;nvarchar;510;0;0;;8
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_AlgorithmTransitions;DivergingTransition;bit;1;1;0;;6
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_AlgorithmTransitions;Expression;ntext;16;0;0;;19
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_AlgorithmTransitions;ForceAutomation;bit;1;1;0;;13
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_AlgorithmTransitions;Group;uniqueidentifier;16;0;0;;17
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_AlgorithmTransitions;Name;nvarchar;510;0;0;;5
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_AlgorithmTransitions;ParentGUID;uniqueidentifier;16;0;0;;16
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_AlgorithmTransitions;RecipeRootGUID;uniqueidentifier;16;0;0;;18
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_AlgorithmTransitions;Termination;tinyint;1;3;0;;11
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_AlgorithmTransitions;X;int;4;10;0;;9
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_AlgorithmTransitions;Y;int;4;10;0;;10
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_Behaviors;BehaviorGUID;uniqueidentifier;16;0;0;;6
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_Behaviors;Event;nvarchar;510;0;0;;4
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_Behaviors;FileName;nvarchar;510;0;0;;3
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_Behaviors;ParameterGUID;uniqueidentifier;16;0;0;;7
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_CommentTypes;CommentTypeGUID;uniqueidentifier;16;0;0;;5
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_CommentTypes;Description;nvarchar;510;0;0;;3
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_CommentTypes;IsSystemType;bit;1;1;0;;4
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_CommentTypes;Name;nvarchar;100;0;0;;2
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_CommentTypes;StampGUID;nvarchar;72;0;0;;6
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_ConnectionLines;ConnectionLineGUID;uniqueidentifier;16;0;0;;7
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_ConnectionLines;EndX;nvarchar;20;0;0;;5
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_ConnectionLines;EndY;nvarchar;20;0;0;;6
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_ConnectionLines;ParentGUID;uniqueidentifier;16;0;0;;8
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_ConnectionLines;StartX;nvarchar;20;0;0;;3
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_ConnectionLines;StartY;nvarchar;20;0;0;;4
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_ConvergingPathInstances;ConvergingPathInstanceGUID;uniqueidentifier;16;0;0;;5
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_ConvergingPathInstances;IsComplete;bit;1;1;0;;4
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_ConvergingPathInstances;PathGUID;nvarchar;72;0;0;;3
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_ConvergingPathInstances;TransitionGroupInstanceGUID;uniqueidentifier;16;0;0;;6
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_EnumEntries;Default;tinyint;1;3;0;;5
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_EnumEntries;EnumEntryGUID;uniqueidentifier;16;0;0;;7
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_EnumEntries;EnumSetGUID;uniqueidentifier;16;0;0;;8
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_EnumEntries;Name;nvarchar;510;0;0;;3
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_EnumEntries;Selectable;tinyint;1;3;0;;6
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_EnumEntries;Value;int;4;10;0;;4
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_EnumSets;DateTimeStamp;datetime;8;23;3;;9
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_EnumSets;EnumSetGUID;uniqueidentifier;16;0;0;;11
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_EnumSets;Fixed;tinyint;1;3;0;;6
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_EnumSets;Name;nvarchar;510;0;0;;5
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_EnumSets;OrderGUID;uniqueidentifier;16;0;0;;12
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_EnumSets;OrderItemType;tinyint;1;3;0;;3
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_EnumSets;RecipeRootGUID;uniqueidentifier;16;0;0;;13
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_EnumSets;TimeStamp;nvarchar;20;0;0;;8
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_EnumSets;User;nvarchar;510;0;0;;7
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_EnumSets;Version;int;4;10;0;;4
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_InstructionParameters;CV;nvarchar;510;0;0;;25
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_InstructionParameters;Changeable;tinyint;1;3;0;;29
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_InstructionParameters;DeferToOM;smallint;2;5;0;;19
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_InstructionParameters;DeferToRM;smallint;2;5;0;;20
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_InstructionParameters;Description;nvarchar;510;0;0;;4
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_InstructionParameters;Direction;tinyint;1;3;0;;6
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_InstructionParameters;EBRActualRequired;smallint;2;5;0;;16
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_InstructionParameters;EBRChart;bit;1;1;0;;12
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_InstructionParameters;EBRDisplay;smallint;2;5;0;;14
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_InstructionParameters;EBRPopulateActual;smallint;2;5;0;;15
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_InstructionParameters;EBRTimerInterval;int;4;10;0;;10
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_InstructionParameters;EnforceMinMax;bit;1;1;0;;13
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_InstructionParameters;Format;nvarchar;100;0;0;;18
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_InstructionParameters;Group;nvarchar;510;0;0;;7
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_InstructionParameters;High;nvarchar;200;0;0;;21
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_InstructionParameters;InstructionParameterGUID;uniqueidentifier;16;0;0;;32
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_InstructionParameters;Low;nvarchar;200;0;0;;22
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_InstructionParameters;Name;nvarchar;510;0;0;;3
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_InstructionParameters;ParentGUID;uniqueidentifier;16;0;0;;33
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_InstructionParameters;RepeatType;tinyint;1;3;0;;9
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_InstructionParameters;RepeatingExitExpression;nvarchar;1000;0;0;;11
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_InstructionParameters;Scalable;tinyint;1;3;0;;23
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_InstructionParameters;SendToHistorian;bit;1;1;0;;30
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_InstructionParameters;Sequence;int;4;10;0;;8
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_InstructionParameters;Set;nvarchar;510;0;0;;27
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_InstructionParameters;SetGUID;uniqueidentifier;16;0;0;;31
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_InstructionParameters;StringValue;nvarchar;510;0;0;;28
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_InstructionParameters;Target;nvarchar;8000;0;0;;24
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_InstructionParameters;Type;tinyint;1;3;0;;5
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_InstructionParameters;UOM;nvarchar;510;0;0;;26
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_InstructionParameters;ValidationExpression;nvarchar;1000;0;0;;17
MSSQL_YK2MESDB01_DMI_EBR_ARCHIVE;0003;DMI_EBR_ARCHIVE.dbo;EBR_ItemInstanceAttachments;ActionDateTime;datetime;8;23;3;;6
